,Person,Institut
332,Weber < Rüdiger < Prof. Dr. < ,Abteilung Finanzen (FI)
333,Weichenrieder < Alfons J. < Prof. Dr. < ,Abteilung Wirtschaftspolitik & Quantitative Methoden (EQ)
334,Wieland < Volker < Prof. < Ph.D.,Abteilung Geld und Währung (GW)
335,Wies < Simone < Prof'in. Dr. < ,Gremien und Vertretungen FB 2
336,Wuttke < Eveline < Prof'in. Dr. < ,Professuren außerhalb von Abteilungen
337,Andre < Peter < Jun. Prof. Dr. < ,LOEWE-Zentren und LOEWE-Schwerpunkte
338,Curatola < Giuliano <  < Jun. Prof. Ph.D.,Bitte manuell einfügen
339,Dursun-de Neef < Özlem < Prof'in. < PhD,Abteilung Finanzen (FI)
340,Ruf < Daniel <  < ,Abteilung Finanzen (FI)
341,Klein < Philipp < Dr. < ,Abteilung Rechnungswesen und Nachhaltigkeitsberichterstattung
342,Schedlinsky < Ivo < Dr. < ,Abteilung Rechnungswesen und Nachhaltigkeitsberichterstattung
343,Schmidt < Patrick <  < Ph.D.,Abteilung Wirtschaftspolitik & Quantitative Methoden (EQ)
344,Andel < Norbert < Prof. Dr. < ,Bitte manuell einfügen
345,Bartels < Hans G. < Prof. Dr. < ,Bitte manuell einfügen
346,Bauer < Tamás < Prof. Dr. < ,Bitte manuell einfügen
347,Biehl < Dieter < Prof. Dr. < ,Bitte manuell einfügen
348,Czayka < Lothar < Prof. Dr. < ,Bitte manuell einfügen
349,Eisen < Roland < Prof. Dr. < ,Abteilung Wirtschaftspolitik & Quantitative Methoden (EQ)
350,Gebhardt < Günther < Prof. Dr. < ,Bitte manuell einfügen
351,Gehrig < Gerhard < Prof. Dr. < ,Bitte manuell einfügen
352,Grohmann < Heinz < Prof. Dr. < ,Bitte manuell einfügen
353,Hauser < Richard < Prof. Dr. < ,Bitte manuell einfügen
354,Isermann < Heinz < Prof. Dr. < ,Bitte manuell einfügen
355,Kossbiel < Hugo < Prof. Dr. < ,Bitte manuell einfügen
356,Laux < Helmut < Prof. Dr. < ,Bitte manuell einfügen
357,Mathes < Heinz Dieter < Prof. Dr. < ,Abteilung Management und Mikroökonomie (MM)
358,Meißner < Werner < Prof. Dr. < ,Bitte manuell einfügen
359,Mellwig < Winfried < Prof. Dr. < ,Bitte manuell einfügen
360,Mitschke < Joachim < Prof. Dr. < ,Bitte manuell einfügen
361,Moxter < Adolf < Prof. Dr. < ,Bitte manuell einfügen
362,Müller < Gerriet < Prof. Dr. < ,Bitte manuell einfügen
363,Ohse < Dietrich < Prof. Dr. < ,Bitte manuell einfügen
364,Ritter < Ulrich Peter < Prof. Dr. < ,Bitte manuell einfügen
365,Rommelfanger < Heinrich < Prof. Dr. < ,Bitte manuell einfügen
366,Tietz < Reinhard < Prof. Dr. < ,Bitte manuell einfügen
367,Weba < Michael < Prof. Dr. < ,Abteilung Wirtschaftspolitik & Quantitative Methoden (EQ)
368,Ferreira da Esteves < Rui Pedro < Prof. Dr. < ,Abteilung Geld und Währung (GW)
369,Flandreau < Marc <  < ,Bitte manuell einfügen
370,Gomes < Joao F. < Prof. < Ph.D.,Abteilung Finanzen (FI)
371,Guay < Wayne < Univ.-Prof. Dr. < ,Abteilung Rechnungswesen und Nachhaltigkeitsberichterstattung
372,Hail < Luzi < Prof. Dr. < ,Abteilung Rechnungswesen und Nachhaltigkeitsberichterstattung
373,Heinle < Mirko < Prof. Dr. < ,Abteilung Rechnungswesen und Nachhaltigkeitsberichterstattung
374,Illeditsch < Philipp < Prof. < ,Abteilung Finanzen (FI)
375,Kessler < Judd < Prof. Dr. < ,Abteilung Finanzen (FI)
376,Koch < Christopher < Prof. Dr. < ,Abteilung Rechnungswesen und Nachhaltigkeitsberichterstattung
377,Roussanov < Nikolai <  < PhD,Bitte manuell einfügen
378,Groß < Michael < Hon. Prof. Dr. < ,Abteilung Management und Mikroökonomie (MM)
379,Henning < Peter < Hon. Prof. Dr. < ,Abteilung Rechnungswesen und Nachhaltigkeitsberichterstattung
380,Kaiser < Thomas < Hon. Prof. Dr. < ,Abteilung Finanzen (FI)
381,Köhler < Stefan < Hon. Prof. Dr. < ,Abteilung Rechnungswesen und Nachhaltigkeitsberichterstattung
382,Mongelli < Francesco < Hon. Prof. Dr. < ,Abteilung Wirtschaftspolitik & Quantitative Methoden (EQ)
383,Nickel-Waninger < Hartmut < Hon. Prof. Dr. < ,Abteilung Wirtschaftspolitik & Quantitative Methoden (EQ)
384,Ockenfels < Peter < Hon. Prof. Dr. < ,Abteilung Finanzen (FI)
385,Roese < Bernd < Hon. Prof. Dr. < ,Abteilung Rechnungswesen und Nachhaltigkeitsberichterstattung
386,Stephan < Thomas < Hon. Prof. Dr. < ,Abteilung Finanzen (FI)
387,Taetzner < Tobias < Hon. Prof. Dr. < ,Abteilung Rechnungswesen und Nachhaltigkeitsberichterstattung
388,Viebig < Jan < Hon. Prof. Dr. < ,Abteilung Finanzen (FI)
389,Weber < Jürgen <  < Hon. Prof.,Abteilung Management und Mikroökonomie (MM)
390,Wesner < Peter < Hon. Prof. Dr. < ,Bitte manuell einfügen
391,Winkeljohann < Norbert < Hon. Prof. Dr. < ,Abteilung Rechnungswesen und Nachhaltigkeitsberichterstattung
392,Zwick < Markus < Hon. Prof. Dr. < ,Abteilung Wirtschaftspolitik & Quantitative Methoden (EQ)
393,Poensgen < David < Dr. < ,Abteilung Management und Mikroökonomie (MM)
394,Reichmann < Doron < Dr. < ,Abteilung Rechnungswesen und Nachhaltigkeitsberichterstattung
395,Wang < Jingling < Dr. < ,Wirtschaftssprachen
396,Feldner < Sophie Charlotte <  < ,Abteilung Marketing (MA)
397,John < Moritz < Dr. < ,Abteilung Management und Mikroökonomie (MM)
398,Tronnier < Frédéric <  < ,Abteilung Wirtschaftsinformatik und Informationswirtschaft (WI)
399,Ahmed < Basharat Mubashir <  < ,Abteilung Wirtschaftsinformatik und Informationswirtschaft (WI)
400,Alexiou < Georgios Angelis <  < ,Abteilung Finanzen (FI)
401,Altmann < Christof < Dr. < ,Professuren außerhalb von Abteilungen
402,Amo-Mensah < Nana Adwoa Dekyem <  < ,Abteilung Finanzen (FI)
403,Amoncio < Egbert < Dr. < ,Abteilung Management und Mikroökonomie (MM)
404,Arastouei < Narges < Dr. < ,Abteilung Wirtschaftsinformatik und Informationswirtschaft (WI)
405,Bakhareva < Aleksandra <  < ,Abteilung Finanzen (FI)
406,Bartels < Andy <  < ,Abteilung Finanzen (FI)
407,Baum < Lorenz <  < ,Abteilung Wirtschaftsinformatik und Informationswirtschaft (WI)
408,Becker < Luna <  < M.Sc.,Professuren außerhalb von Abteilungen
409,Bethmage < Eleftherios <  < ,Abteilung Geld und Währung (GW)
410,Bielfeldt < Ellen <  < ,Abteilung Wirtschaftspolitik & Quantitative Methoden (EQ)
411,Binder < Elisabeth <  < ,Abteilung Wirtschaftspolitik & Quantitative Methoden (EQ)
412,Block < Christian <  < ,Abteilung Geld und Währung (GW)
413,Breitmar < Nils <  < ,Abteilung Marketing (MA)
414,Brobeil < Markus <  < ,Abteilung Marketing (MA)
415,Büttner < Linus <  < ,Abteilung Management und Mikroökonomie (MM)
416,Campos < Casemiro <  < ,Abteilung Wirtschaftspolitik & Quantitative Methoden (EQ)
417,Cordes < Anjana <  < ,Abteilung Wirtschaftsinformatik und Informationswirtschaft (WI)
418,Cruces de Sousa < Lidia <  < PhD,Abteilung Wirtschaftspolitik & Quantitative Methoden (EQ)
419,Demme < Fabio <  < ,Abteilung Finanzen (FI)
420,de Oliveira < Jean Gabriel <  < ,Abteilung Geld und Währung (GW)
421,Detemple < Julian <  < ,Abteilung Management und Mikroökonomie (MM)
422,Eppe < Lina <  < ,Abteilung Marketing (MA)
423,Esser < Lukas <  < ,Abteilung Finanzen (FI)
424,Famulok < Jakob <  < ,Abteilung Management und Mikroökonomie (MM)
425,Fina < Matteo <  < ,Abteilung Marketing (MA)
426,Girardi < Fabio < Dr. < ,Abteilung Finanzen (FI)
427,Grochola < Nicolaus Jan Karol <  < Grad. M. Sc.,Abteilung Finanzen (FI)
428,Grudde < Vivian <  < ,Abteilung Wirtschaftspolitik & Quantitative Methoden (EQ)
429,Güler < Arda <  < ,Abteilung Wirtschaftsinformatik und Informationswirtschaft (WI)
430,Gutberlet < Julian <  < ,Abteilung Wirtschaftspolitik & Quantitative Methoden (EQ)
431,Hambel < Christoph < Dr. < ,Bitte manuell einfügen
432,Hangen < Jule <  < M.Sc.,Gremien und Vertretungen FB 2
433,Hanneke < Björn <  < ,Abteilung Wirtschaftsinformatik und Informationswirtschaft (WI)
434,Hawthorne < Barry <  < M.A.,Wirtschaftssprachen
435,Heim < Stephan <  < ,Abteilung Wirtschaftsinformatik und Informationswirtschaft (WI)
436,Heissel < Malte <  < ,Abteilung Finanzen (FI)
437,Herbert < Benjamin <  < Dr.,Professuren außerhalb von Abteilungen
438,Hering < Frederik <  < ,Abteilung Wirtschaftsinformatik und Informationswirtschaft (WI)
439,Hermkes < Rico < Dr. < ,Professuren außerhalb von Abteilungen
440,Herrmann < Jan <  < ,Abteilung Geld und Währung (GW)
441,Herz < Marlene <  < M.SC,Bitte manuell einfügen
442,Hettich < Dominik < Dr. < ,Abteilung Marketing (MA)
443,Hilfrich < Paul <  < ,Abteilung Marketing (MA)
444,Hilger < Nikolas <  < ,Abteilung Wirtschaftspolitik & Quantitative Methoden (EQ)
445,Horneff < Vanya < Dr. < ,Abteilung Finanzen (FI)
446,Hristova < Iva <  < Ph.D.,Bitte manuell einfügen
447,Hut < Xander <  < ,Abteilung Finanzen (FI)
448,Ignaszak < Marek <  < Ph.D.,Abteilung Geld und Währung (GW)
449,Jeun < Jisu <  < ,Abteilung Geld und Währung (GW)
450,Kaegi < Aaron <  < ,Abteilung Management und Mikroökonomie (MM)
451,Kaschützke < Barbara < Dr. < ,Abteilung Finanzen (FI)
452,Kehl < Lennart Maxwell <  < ,Abteilung Marketing (MA)
453,Kehne < Olaf <  < ,Abteilung Management und Mikroökonomie (MM)
454,Khan < Arman <  < ,Abteilung Wirtschaftsinformatik und Informationswirtschaft (WI)
455, <  <  < ,Bitte manuell einfügen
456,Koch < Sebastian <  < ,Abteilung Management und Mikroökonomie (MM)
457, <  <  < ,Bitte manuell einfügen
458,Koke < Fabian <  < ,Abteilung Geld und Währung (GW)
459,Kontny < Markus <  < ,Abteilung Geld und Währung (GW)
460,Koscher < Eva < Dr. < ,Abteilung Management und Mikroökonomie (MM)
461,Krommenhoek < Esther <  < ,Abteilung Rechnungswesen und Nachhaltigkeitsberichterstattung
462,Langenhagen < Julian <  < ,Abteilung Rechnungswesen und Nachhaltigkeitsberichterstattung
463,Lausen < Jens <  < M.Sc.,Bitte manuell einfügen
464,Leitzinger < Leo <  < ,Abteilung Management und Mikroökonomie (MM)
465,Lieberknecht < Ann-Kristin <  < ,Abteilung Wirtschaftsinformatik und Informationswirtschaft (WI)
466,Lindemann < Clara <  < ,Abteilung Geld und Währung (GW)
467,Liu < Cenchen <  < ,Abteilung Wirtschaftspolitik & Quantitative Methoden (EQ)
468,Löbner < Sascha <  < ,Abteilung Wirtschaftsinformatik und Informationswirtschaft (WI)
469,Maier < Lukas <  < M.Sc.,Professuren außerhalb von Abteilungen
470,Mansouri < Sasan < Dr. < ,Abteilung Finanzen (FI)
471,Medzhybovska < Nataliia < Dr. < ,Abteilung Wirtschaftsinformatik und Informationswirtschaft (WI)
472,Mihale-Wilson < Cristina < Dr. < ,Abteilung Wirtschaftsinformatik und Informationswirtschaft (WI)
473,Niknia < Ahad <  < ,Abteilung Wirtschaftsinformatik und Informationswirtschaft (WI)
474,Pilz < Lars < Dr. < ,Dekanat FB 02
475,Pohle < Marc-Oliver < Dr. < ,Abteilung Wirtschaftspolitik & Quantitative Methoden (EQ)
476,Popova < Alina <  < ,Abteilung Wirtschaftsinformatik und Informationswirtschaft (WI)
477, <  <  < ,Bitte manuell einfügen
478,Reitz < Jan <  < ,Abteilung Management und Mikroökonomie (MM)
479,Rodrigues Gomes Da Silva < Victor <  < ,Abteilung Finanzen (FI)
480,Russo < Nicolò <  < Ph.D.,Abteilung Geld und Währung (GW)
481,Sabet < Navid <  < ,Abteilung Management und Mikroökonomie (MM)
482,Sadeghi < Atiyeh <  < ,Abteilung Wirtschaftsinformatik und Informationswirtschaft (WI)
483,Saecker < Johanna <  < ,Abteilung Geld und Währung (GW)
484,Sagade < Satchit < Dr. < ,Bitte manuell einfügen
485,Salg < Julian <  < ,House of Finance (HoF)
486,Sanchez Garcia < Elina <  < ,Abteilung Marketing (MA)
487,Sato < Yuki <  < ,Abteilung Finanzen (FI)
488,Schlipphack < Elena <  < ,Abteilung Geld und Währung (GW)
489,Schreiber < Sebastian <  < ,Abteilung Rechnungswesen und Nachhaltigkeitsberichterstattung
490,Schröder < Niklas <  < ,Abteilung Marketing (MA)
491,Seip < Jendrik <  < ,Abteilung Wirtschaftsinformatik und Informationswirtschaft (WI)
492,Selz < Vincent <  < ,Abteilung Management und Mikroökonomie (MM)
493,Semik < Sofia <  < ,Abteilung Geld und Währung (GW)
494,Stahl < Tristan <  < ,Abteilung Management und Mikroökonomie (MM)
495,Stonner < Tim <  < ,Abteilung Marketing (MA)
496,Susnik < Marko-Rene <  < ,Abteilung Wirtschaftspolitik & Quantitative Methoden (EQ)
497,Székely < Barnabás <  < ,Abteilung Geld und Währung (GW)
498,Takikawa < Hirofumi <  < ,Abteilung Wirtschaftspolitik & Quantitative Methoden (EQ)
499,Tohme < Farah <  < ,Abteilung Wirtschaftspolitik & Quantitative Methoden (EQ)
500,Turlo < Sergey < Dr. < ,Abteilung Marketing (MA)
501,Tzaawa-Krenzler < Mary <  < ,Abteilung Geld und Währung (GW)
502,Völker < Adrian <  < ,Abteilung Wirtschaftsinformatik und Informationswirtschaft (WI)
503,von Zahn < Moritz <  < ,Abteilung Wirtschaftsinformatik und Informationswirtschaft (WI)
504,Wang < Fei <  < ,Bitte manuell einfügen
505,Weber < Vinzent <  < M.Sc.,Professuren außerhalb von Abteilungen
506,Weinberger < Alisa <  < ,Abteilung Management und Mikroökonomie (MM)
507,Wermuth < Lukas <  < ,Abteilung Wirtschaftspolitik & Quantitative Methoden (EQ)
508, <  <  < ,Bitte manuell einfügen
509,Winter geb. Koschinat < Sascha <  < ,Abteilung Wirtschaftsinformatik und Informationswirtschaft (WI)
510,Witzki < Aron <  < ,Abteilung Wirtschaftsinformatik und Informationswirtschaft (WI)
511,Woda < Luise <  < ,Abteilung Geld und Währung (GW)
512,Yesuf < Ahmed Seid < Dr. < ,Abteilung Wirtschaftsinformatik und Informationswirtschaft (WI)
513,Zabelina < Natalia <  < ,Bitte manuell einfügen
514,Zahn < Tanja <  < ,Abteilung Wirtschaftspolitik & Quantitative Methoden (EQ)
515,Zahner < Johannes < Dr. < ,Abteilung Geld und Währung (GW)
516,Zoch < Alexander <  < ,Abteilung Wirtschaftsinformatik und Informationswirtschaft (WI)
517,Zou < Na < Dr. < ,Abteilung Management und Mikroökonomie (MM)
518,Albers < Andreas < Dr. < ,Abteilung Wirtschaftsinformatik und Informationswirtschaft (WI)
519,Andres < Christian < Dr. < ,Bitte manuell einfügen
520,Arnegger < Martin < Dr. < ,Abteilung Rechnungswesen und Nachhaltigkeitsberichterstattung
521,Azan < Wilfried < Prof. Dr. < ,Dekanat FB 02
522,Balzer < Arno < Dr. < ,Abteilung Wirtschaftspolitik & Quantitative Methoden (EQ)
523,Bannier < Christina < Prof'in. < ,Graduiertenkollegs
524,Bästlein < Sönke < Dr. < ,Abteilung Finanzen (FI)
525, <  <  < ,Bitte manuell einfügen
526,Bialek < Sylwia < Dr. < ,Abteilung Wirtschaftspolitik & Quantitative Methoden (EQ)
527,Birbeck < Margaret <  < B.A.,Wirtschaftssprachen
528,Bloos < Markus <  < ,Professuren außerhalb von Abteilungen
529,Botha < Reinhard < Prof. Dr. < ,Abteilung Wirtschaftsinformatik und Informationswirtschaft (WI)
530,Bouley < Franziska < Dr. < ,Professuren außerhalb von Abteilungen
531,Brancatelli < Calogero < Dr. < ,Graduiertenkollegs
532,Broyer < Sylvain <  < ,Abteilung Wirtschaftspolitik & Quantitative Methoden (EQ)
533,Bruns < Tim Philipp < Dr. < ,Professuren außerhalb von Abteilungen
534,Busch < Oliver < Dr. < ,Abteilung Wirtschaftspolitik & Quantitative Methoden (EQ)
535,Chiron < Florian <  < ,Wirtschaftssprachen
536,Clapham < Benjamin <  < Dr.,Abteilung Wirtschaftsinformatik und Informationswirtschaft (WI)
537,Conti-Brown < Peter < Prof. Dr. < ,Abteilung Finanzen (FI)
538,Cserna < Balàzs < Dr. < ,Abteilung Wirtschaftspolitik & Quantitative Methoden (EQ)
539,de La Grandville < Olivier < Prof. Dr. < ,Abteilung Geld und Währung (GW)
540,Demougin < Dominique < Prof. < Ph.D.,Bitte manuell einfügen
541,Dieckelmann < Daniel < Dr. < ,Abteilung Wirtschaftspolitik & Quantitative Methoden (EQ)
542,Dietz < Stephanie < Dr. < ,Abteilung Rechnungswesen und Nachhaltigkeitsberichterstattung
543,Fagan < Gabriel <  < Ph.D.,Abteilung Geld und Währung (GW)
544,Farina < Tatiana < Dr. < ,LOEWE-Zentren und LOEWE-Schwerpunkte
545,Fecht < Falko < Prof. Dr. < ,Bitte manuell einfügen
546,Feiguine < Grigori < Dr. Dr. < ,Bitte manuell einfügen
547,Fleischer < Carina <  < ,Abteilung Finanzen (FI)
548,Friedewald < Nadine <  < ,Professuren außerhalb von Abteilungen
549,Fritzsche < Adrian < Dr. < ,Graduiertenkollegs
550,Fuchs < Julia <  < ,Professuren außerhalb von Abteilungen
551,Gerlach < Philipp < Dr. < ,Abteilung Finanzen (FI)
552,Glen < Joanne <  < B.A.,Wirtschaftssprachen
553,Gobhai < Shireen <  < B.A.,ISZ-Bereich Fremdsprachen
554,Goldhorn < Martina <  < ,Professuren außerhalb von Abteilungen
555,Gräbner-Vogel < Kirsten <  < ,Abteilung Rechnungswesen und Nachhaltigkeitsberichterstattung
556,Graf < Richard <  < ,Bitte manuell einfügen
557,Greitens < Jan < Dr. < ,Abteilung Wirtschaftspolitik & Quantitative Methoden (EQ)
558,Guihèry < Laurent < Prof. Dr. < ,Dekanat FB 02
559,Ha < Le Van < Dr. < ,Dekanat FB 02
560,Hachmeister < Alexandra < Dr. < ,Bitte manuell einfügen
561,Hanh Le < Minh <  < ,Dekanat FB 02
562,Harms < Philipp < Prof. Dr. < ,Bitte manuell einfügen
563,Hedfeld < Patrick < Dr. < ,Professuren außerhalb von Abteilungen
564,Heinrichs < Karin < Prof'in. Dr. < ,Professuren außerhalb von Abteilungen
565,Heiss < Florian < Prof. Dr. < ,Bitte manuell einfügen
566,Herbold < Daniel < Dr. < ,Abteilung Management und Mikroökonomie (MM)
567,Herrmann < Brigitta < Prof'in. Dr. < ,Wirtschaftsethik
568,Hesse < Helmut < Dr. Dr. < ,Wirtschaftsethik
569,Hett < Florian < Prof. Dr. < ,Bitte manuell einfügen
570,Hoffmann < Mathias < Dr. < ,Abteilung Wirtschaftspolitik & Quantitative Methoden (EQ)
571,Hohen < Sascha <  < ,Abteilung Management und Mikroökonomie (MM)
572,Hosseinkouchack < Mehdi < Dr. < ,Abteilung Wirtschaftspolitik & Quantitative Methoden (EQ)
573,James < Harold <  < Ph.D.,Graduiertenkollegs
574,Jansen < Stephan <  < ,Abteilung Management und Mikroökonomie (MM)
575,Jurkat < Anne < Dr. < ,Abteilung Wirtschaftspolitik & Quantitative Methoden (EQ)
576,Karadeloglou < Pavlos <  < Ph.D.,Abteilung Geld und Währung (GW)
577,Kaufmann < Katja < Prof'in. < ,Bitte manuell einfügen
578,Kern < Steffen < Hon. Prof. Dr. < ,Abteilung Finanzen (FI)
579,Knöchlein < Germar < Dr. < ,Abteilung Finanzen (FI)
580,Koch < Jascha-Alexander <  < Dr.,Bitte manuell einfügen
581,Koch < Christopher < Prof. Dr. < ,Bitte manuell einfügen
582,Köhler-Geib < Friederike < Dr. < ,Abteilung Wirtschaftspolitik & Quantitative Methoden (EQ)
583,Koßmann < Ralf < Dr. < ,Dekanat FB 02
584,Kostyra < Daniel < Dr. < ,Abteilung Marketing (MA)
585,Kraemer < Moritz < Dr. < ,Abteilung Geld und Währung (GW)
586,Kremer < Eva <  < ,Professuren außerhalb von Abteilungen
587,Kremser < Christian < Dr. < ,Abteilung Wirtschaftspolitik & Quantitative Methoden (EQ)
588,Kröger < Felix < Dr. < ,Abteilung Wirtschaftsinformatik und Informationswirtschaft (WI)
589,Lassmann < Andrea < Prof'in. < Dr.,Graduiertenkollegs
590,Launov < Andrey < Dr. < ,Bitte manuell einfügen
591,Lipatov < Vilen < Dr. < ,Abteilung Wirtschaftspolitik & Quantitative Methoden (EQ)
592,Lüders < Erik < Dr. < ,Abteilung Rechnungswesen und Nachhaltigkeitsberichterstattung
593,Lüdke < Thomas <  < ,Abteilung Rechnungswesen und Nachhaltigkeitsberichterstattung
594,Lun < Cheung Ying <  < ,Abteilung Wirtschaftspolitik & Quantitative Methoden (EQ)
595,Mai < Stefan < Dr. < ,Bitte manuell einfügen
596,Marburger < Marcella <  < M.A.,Wirtschaftssprachen
597,Mehrhoff < Jens < Dr. < ,Abteilung Wirtschaftspolitik & Quantitative Methoden (EQ)
598,Melero Gómez < Noelia <  < ,Wirtschaftssprachen
599,Merzyn < Wolfram < Dr. < ,Abteilung Management und Mikroökonomie (MM)
600,Meyenschein < Kerstin <  < ,Bitte manuell einfügen
601,Meyer-Wehmann < André < Dr. < ,Abteilung Finanzen (FI)
602,Möbert < Jochen < Dr. < ,Bitte manuell einfügen
603,Mohl < Philipp <  < ,Abteilung Wirtschaftspolitik & Quantitative Methoden (EQ)
604,Moutos < Thomas < Prof. < ,Abteilung Wirtschaftspolitik & Quantitative Methoden (EQ)
605,Murdoch < Ruth <  < ,ISZ-Bereich Fremdsprachen
606,Nickel < Christiane < Dr. < ,Abteilung Wirtschaftspolitik & Quantitative Methoden (EQ)
607,Nikitina < Tatjana < Prof'in. Dr. < ,Abteilung Finanzen (FI)
608,Nitsch < Volker < Dr. < Prof.,Graduiertenkollegs
609,Nordström < Lisa <  < B.A.,Wirtschaftssprachen
610, <  <  < ,Bitte manuell einfügen
